profile_id,age,annual_income,income_sources,tax_return_filed,late_filing_count,outstanding_dues,previous_default_count,income_growth_rate,deduction_claim_ratio,tax_compliance_score,compliance_risk
TAXP01282,51,150000,Salary,1,0,0,1,-0.148,0.561,0.932,Low
TAXP01283,38,152400,Business,1,1,0,0,0.334,0.061,0.842,Low
TAXP01284,30,1152800,Salary,0,1,92200,0,-0.018,0.327,0.351,High
TAXP01285,62,678900,Salary+Business,1,1,0,0,0.189,0.169,0.907,Low
TAXP01286,58,778400,Multiple,0,1,0,2,0.113,0.608,0.693,Medium
TAXP01287,23,250100,Salary,1,2,27700,0,-0.085,0.157,0.715,Low
TAXP01288,49,639200,Professional,1,0,117200,1,0.307,0.161,0.311,High
TAXP01289,26,2750400,Salary,1,1,0,1,0.273,0.083,0.905,Low
TAXP01290,34,1176600,Salary,1,0,0,1,-0.151,0.207,0.967,Low
TAXP01291,46,734500,Salary+Business,1,1,0,1,0.088,0.234,0.899,Low
TAXP01292,32,473800,Business,1,0,0,0,0.133,0.342,0.98,Low
TAXP01293,44,489300,Multiple,1,2,0,1,-0.231,0.37,0.867,Low
TAXP01294,40,150000,Business,1,0,0,1,-0.239,0.232,0.887,Low
TAXP01295,47,782500,Salary,1,1,60100,0,-0.033,0.326,0.569,Medium
TAXP01296,57,1194800,Business,1,0,10600,0,-0.11,0.378,0.925,Low
TAXP01297,27,209000,Salary,1,0,0,0,-0.067,0.257,0.98,Low
TAXP01298,56,403700,Salary+Investments,0,1,0,0,-0.11,0.01,0.813,Low
TAXP01299,31,282500,Professional,0,0,0,1,0.08,0.324,0.787,Low
TAXP01300,22,324400,Salary,1,0,57100,0,-0.043,0.191,0.719,Low
TAXP01301,41,675500,Business,1,0,14800,0,0.278,0.175,0.891,Low
TAXP01302,34,150000,Professional,1,2,52800,0,0.129,0.255,0.697,Medium
TAXP01303,29,1011600,Salary+Business,1,1,0,0,0.227,0.244,0.915,Low
TAXP01304,40,1118500,Salary,1,3,0,1,-0.17,0.143,0.791,Low
TAXP01305,60,542500,Salary,0,0,0,0,-0.001,0.151,0.818,Low
TAXP01306,47,150000,Salary,1,1,0,1,0.122,0.363,0.851,Low
TAXP01307,53,317200,Salary,1,1,0,0,0.172,0.358,0.904,Low
TAXP01308,27,1579200,Business,1,2,0,0,-0.004,0.328,0.805,Low
TAXP01309,24,150000,Salary,1,0,0,1,0.02,0.346,0.942,Low
TAXP01310,36,506100,Salary,1,2,0,0,0.037,0.501,0.907,Low
TAXP01311,55,277900,Business,1,3,20200,0,0.052,0.138,0.707,Low
TAXP01312,60,1160100,Salary,0,1,75200,0,0.446,0.301,0.352,High
TAXP01313,25,399800,Salary+Investments,1,1,4900,0,0.15,0.404,0.841,Low
TAXP01314,42,869400,Business,1,0,0,0,0.106,0.288,0.973,Low
TAXP01315,38,976600,Salary,1,0,3300,0,-0.101,0.225,0.979,Low
TAXP01316,54,2438300,Business,1,2,0,1,-0.098,0.23,0.871,Low
TAXP01317,30,561600,Salary,0,0,0,0,0.066,0.106,0.896,Low
TAXP01318,42,852100,Salary+Investments,1,0,0,1,0.281,0.045,0.98,Low
TAXP01319,59,223100,Business,1,1,0,0,0.068,0.051,0.96,Low
TAXP01320,41,1531600,Business,0,0,25100,1,0.075,0.309,0.607,Medium
TAXP01321,56,375900,Salary+Investments,1,0,23200,0,-0.019,0.053,0.893,Low
TAXP01322,48,434100,Salary+Investments,1,1,0,1,-0.179,0.22,0.866,Low
TAXP01323,47,639700,Salary+Business,1,0,0,0,0.17,0.104,0.96,Low
TAXP01324,32,211000,Salary,1,0,0,0,0.059,0.5,0.959,Low
TAXP01325,65,766400,Salary,1,1,0,0,0.171,0.14,0.942,Low
TAXP01326,32,1304500,Professional,1,0,0,0,0.125,0.312,0.916,Low
TAXP01327,62,802600,Business,0,0,19900,0,-0.054,0.191,0.748,Low
TAXP01328,65,207100,Professional,1,0,104000,0,0.136,0.257,0.39,High
TAXP01329,44,594600,Salary+Business,1,2,0,0,-0.107,0.393,0.777,Low
TAXP01330,60,1109000,Salary,1,1,0,1,0.135,0.274,0.898,Low
TAXP01331,53,168100,Salary,1,1,0,0,0.09,0.367,0.917,Low
TAXP01332,54,299800,Business,1,0,0,0,0.346,0.247,0.96,Low
TAXP01333,24,1221800,Salary,1,3,0,0,-0.039,0.472,0.828,Low
TAXP01334,27,789500,Professional,1,2,0,0,-0.112,0.242,0.891,Low
TAXP01335,24,874400,Salary+Business,0,1,0,0,0.034,0.191,0.763,Low
TAXP01336,22,2479500,Business,0,2,0,0,0.197,0.223,0.749,Low
TAXP01337,58,910800,Salary+Business,1,0,0,0,-0.348,0.49,0.843,Low
TAXP01338,28,1043800,Business,0,0,0,0,0.24,0.519,0.828,Low
TAXP01339,21,4576600,Salary+Business,1,1,0,0,0.067,0.361,0.861,Low
TAXP01340,63,557300,Salary,0,1,14400,1,-0.083,0.076,0.635,Medium
TAXP01341,33,366000,Salary+Business,1,0,30900,1,0.041,0.209,0.77,Low
TAXP01342,57,884500,Salary+Business,1,1,0,0,-0.019,0.613,0.875,Low
TAXP01343,64,891600,Salary,0,1,0,1,-0.096,0.494,0.697,Medium
TAXP01344,44,444900,Business,1,1,0,1,-0.21,0.089,0.901,Low
TAXP01345,62,309100,Salary+Investments,0,1,5200,1,0.217,0.253,0.66,Medium
TAXP01346,64,3429100,Salary,1,0,0,0,0.01,0.336,0.98,Low
TAXP01347,27,822500,Salary+Business,1,4,0,0,0.037,0.255,0.804,Low
TAXP01348,27,383600,Multiple,1,2,7900,0,0.235,0.521,0.818,Low
TAXP01349,37,1256900,Salary+Investments,0,3,0,0,0.109,0.15,0.711,Low
TAXP01350,46,600900,Salary,1,0,0,1,-0.15,0.244,0.905,Low
TAXP01351,56,541800,Professional,1,2,0,1,0.208,0.174,0.849,Low
TAXP01352,29,974400,Multiple,1,1,0,0,0.337,0.207,0.916,Low
TAXP01353,29,256400,Business,1,2,0,0,0.18,0.336,0.901,Low
TAXP01354,34,837900,Salary,1,1,0,1,-0.038,0.509,0.809,Low
TAXP01355,33,2576800,Salary,1,1,3300,0,-0.136,0.239,0.88,Low
TAXP01356,63,909300,Salary+Business,1,1,12400,0,-0.044,0.393,0.86,Low
TAXP01357,38,495800,Business,1,1,0,0,0.116,0.104,0.943,Low
TAXP01358,60,451200,Salary,1,1,0,1,0.328,0.057,0.901,Low
TAXP01359,23,483700,Salary,1,0,0,0,-0.021,0.089,0.98,Low
TAXP01360,25,541400,Salary+Business,1,0,0,2,-0.004,0.128,0.925,Low
TAXP01361,57,495200,Business,0,1,3500,1,0.263,0.201,0.762,Low
TAXP01362,32,1257300,Salary+Investments,1,1,0,0,0.031,0.06,0.912,Low
TAXP01363,24,186600,Salary+Business,1,1,0,0,0.374,0.427,0.852,Low
TAXP01364,47,1209100,Multiple,1,1,0,0,0.076,0.264,0.97,Low
TAXP01365,27,494500,Salary+Investments,1,1,19000,0,0.287,0.088,0.805,Low
TAXP01366,23,852700,Salary,1,1,0,0,0.161,0.629,0.923,Low
TAXP01367,39,288700,Professional,1,2,0,0,0.213,0.392,0.828,Low
TAXP01368,45,1691900,Salary,1,1,0,1,0.072,0.145,0.882,Low
TAXP01369,44,1593700,Multiple,0,1,21100,0,0.082,0.453,0.692,Medium
TAXP01370,47,1297100,Salary,1,1,0,0,0.167,0.292,0.899,Low
TAXP01371,22,218400,Professional,1,1,0,3,0.228,0.072,0.735,Low
TAXP01372,34,1180800,Salary+Investments,0,0,28600,0,0.184,0.369,0.75,Low
TAXP01373,36,870000,Salary,0,1,0,0,-0.183,0.455,0.737,Low
TAXP01374,34,204600,Salary+Investments,1,0,0,0,0.141,0.064,0.98,Low
TAXP01375,46,638700,Salary,1,1,0,1,-0.005,0.173,0.836,Low
TAXP01376,31,845100,Business,0,0,23900,0,0.013,0.19,0.707,Low
TAXP01377,49,970000,Business,1,0,0,0,0.173,0.386,0.98,Low
TAXP01378,63,738500,Salary,0,2,9200,1,0.372,0.014,0.686,Medium
TAXP01379,50,801600,Business,1,1,27500,2,0.063,0.48,0.643,Medium
TAXP01380,38,1878000,Salary+Investments,0,1,89900,1,0.416,0.086,0.253,High
TAXP01381,40,1571400,Salary,1,0,0,0,-0.076,0.196,0.959,Low
TAXP01382,47,150000,Business,1,0,0,0,0.297,0.529,0.916,Low
TAXP01383,53,517200,Salary+Investments,1,1,0,0,0.169,0.362,0.929,Low
TAXP01384,34,577300,Salary+Business,1,1,0,0,0.133,0.148,0.929,Low
TAXP01385,22,184100,Salary,1,2,0,1,0.321,0.597,0.78,Low
TAXP01386,52,695600,Multiple,1,0,0,0,-0.002,0.63,0.98,Low
TAXP01387,50,1597300,Salary,1,0,0,0,0.304,0.174,0.953,Low
TAXP01388,25,297300,Business,1,1,0,0,0.067,0.224,0.94,Low
TAXP01389,49,828100,Business,1,1,0,0,-0.003,0.376,0.867,Low
TAXP01390,24,336200,Salary+Business,1,1,0,1,-0.112,0.371,0.819,Low
TAXP01391,49,400700,Salary,1,0,0,1,0.354,0.186,0.904,Low
TAXP01392,54,1883100,Salary,1,0,0,0,0.283,0.124,0.932,Low
TAXP01393,21,439800,Salary+Business,1,1,0,0,0.024,0.089,0.921,Low
TAXP01394,53,906700,Salary,1,2,16400,1,0.187,0.223,0.739,Low
TAXP01395,26,169000,Business,0,1,0,0,0.12,0.119,0.864,Low
TAXP01396,32,2484500,Salary+Business,0,0,0,1,0.044,0.051,0.828,Low
TAXP01397,52,1003100,Professional,0,2,12700,1,0.254,0.448,0.623,Medium
TAXP01398,36,570000,Salary,1,1,0,1,-0.0,0.097,0.897,Low
TAXP01399,64,983700,Salary,0,2,0,0,-0.251,0.181,0.762,Low
TAXP01400,64,235500,Multiple,0,2,11600,1,0.142,0.197,0.61,Medium
TAXP01401,65,1522900,Business,1,0,0,1,0.111,0.329,0.868,Low
TAXP01402,25,514800,Salary,0,1,0,0,0.005,0.164,0.834,Low
TAXP01403,28,561200,Salary,1,0,173000,1,-0.043,0.422,0.059,High
TAXP01404,29,456200,Salary,1,0,7900,0,-0.15,0.27,0.957,Low
TAXP01405,47,427900,Multiple,1,1,0,0,0.042,0.242,0.883,Low
TAXP01406,40,1071800,Salary,1,1,0,0,-0.04,0.391,0.878,Low
TAXP01407,54,781500,Salary,1,0,0,0,0.254,0.357,0.98,Low
TAXP01408,33,1039200,Business,1,1,6500,0,0.183,0.33,0.927,Low
TAXP01409,29,645900,Salary,0,1,0,2,0.022,0.316,0.721,Low
TAXP01410,50,940600,Salary,1,1,0,1,0.184,0.601,0.769,Low
TAXP01411,48,480800,Multiple,0,1,0,0,0.083,0.172,0.797,Low
TAXP01412,52,3236900,Salary+Business,1,1,8200,1,0.057,0.698,0.796,Low
TAXP01413,35,210200,Salary,1,0,0,1,0.091,0.041,0.945,Low
TAXP01414,44,1611400,Business,1,1,5800,0,0.383,0.135,0.953,Low
TAXP01415,62,1740400,Salary,1,1,0,0,0.203,0.147,0.937,Low
TAXP01416,48,351900,Salary,0,3,0,1,0.052,0.17,0.626,Medium
TAXP01417,62,3235900,Business,1,0,0,0,0.243,0.397,0.96,Low
TAXP01418,40,1331100,Business,1,1,0,0,0.237,0.524,0.895,Low
TAXP01419,23,1307900,Salary+Business,1,0,0,0,0.142,0.563,0.924,Low
TAXP01420,55,663200,Salary+Investments,1,0,0,0,0.047,0.472,0.98,Low
TAXP01421,41,555900,Salary,1,0,0,1,0.037,0.36,0.9,Low
TAXP01422,22,559000,Multiple,0,0,0,0,-0.072,0.271,0.878,Low
TAXP01423,27,861100,Business,0,0,26900,1,0.129,0.402,0.661,Medium
TAXP01424,35,1782600,Salary,0,1,0,0,0.002,0.081,0.838,Low
TAXP01425,29,740600,Salary+Investments,1,1,0,0,0.03,0.471,0.918,Low
TAXP01426,51,337200,Salary,0,0,0,0,0.2,0.171,0.847,Low
TAXP01427,48,1176800,Business,1,1,0,1,0.37,0.175,0.866,Low
TAXP01428,35,1261700,Salary+Business,1,0,0,1,0.16,0.254,0.921,Low
TAXP01429,24,1041400,Salary,0,2,20500,0,0.083,0.324,0.639,Medium
TAXP01430,24,1111800,Salary+Investments,1,1,0,0,0.097,0.105,0.969,Low
TAXP01431,63,534800,Salary,1,1,0,0,0.282,0.627,0.949,Low
TAXP01432,36,333000,Salary+Investments,1,2,122100,0,0.162,0.122,0.255,High
TAXP01433,25,347900,Salary,1,1,36800,0,0.131,0.37,0.743,Low
TAXP01434,53,200200,Salary,1,0,11300,0,0.142,0.249,0.892,Low
TAXP01435,60,770900,Salary,1,1,0,0,-0.129,0.258,0.939,Low
TAXP01436,26,612100,Salary+Investments,1,1,0,0,0.162,0.207,0.98,Low
TAXP01437,63,473500,Salary,1,1,0,0,-0.04,0.261,0.929,Low
TAXP01438,53,150000,Salary+Investments,1,1,0,0,0.163,0.088,0.898,Low
TAXP01439,32,264800,Salary,1,1,0,1,-0.018,0.125,0.879,Low
TAXP01440,55,1456800,Business,1,0,11200,0,0.195,0.105,0.97,Low
TAXP01441,39,402800,Salary,1,0,0,1,0.076,0.209,0.946,Low
TAXP01442,49,842700,Salary,1,1,14900,1,-0.083,0.429,0.796,Low
TAXP01443,26,238800,Multiple,1,2,14200,0,0.053,0.316,0.805,Low
TAXP01444,31,1831400,Business,1,0,0,1,0.453,0.37,0.906,Low
TAXP01445,55,586000,Professional,1,1,0,2,-0.264,0.452,0.854,Low
TAXP01446,57,801000,Business,1,2,10800,0,0.127,0.066,0.842,Low
TAXP01447,21,3468700,Business,1,1,0,0,-0.062,0.262,0.873,Low
TAXP01448,30,1936800,Professional,0,2,3200,0,0.32,0.152,0.759,Low
TAXP01449,48,521300,Salary+Investments,0,4,0,0,0.231,0.169,0.706,Low
TAXP01450,61,424100,Professional,1,1,0,0,0.13,0.153,0.88,Low
TAXP01451,51,514200,Business,1,1,0,0,0.247,0.238,0.847,Low
TAXP01452,52,938300,Professional,1,1,0,1,0.139,0.229,0.886,Low
TAXP01453,38,602600,Professional,1,0,46100,0,0.101,0.393,0.708,Low
TAXP01454,23,489000,Business,1,0,0,0,0.004,0.283,0.964,Low
TAXP01455,55,1869300,Professional,1,1,0,0,0.042,0.208,0.899,Low
TAXP01456,56,598700,Business,1,0,0,0,0.026,0.198,0.98,Low
TAXP01457,40,3403900,Salary+Business,0,0,68200,0,0.102,0.294,0.494,Medium
TAXP01458,43,693900,Multiple,1,0,0,0,-0.203,0.174,0.98,Low
TAXP01459,31,2350500,Multiple,0,2,30300,0,0.265,0.376,0.565,Medium
TAXP01460,41,840700,Salary+Investments,1,0,0,0,0.411,0.35,0.887,Low
TAXP01461,31,1300200,Professional,1,0,44100,1,0.031,0.518,0.657,Medium
TAXP01462,39,385800,Salary+Business,1,0,27100,0,0.288,0.132,0.859,Low
TAXP01463,27,351500,Salary,1,0,72700,0,0.079,0.112,0.574,Medium
TAXP01464,48,905000,Business,1,0,0,0,0.004,0.36,0.98,Low
TAXP01465,32,1324400,Salary,1,0,30300,0,0.039,0.065,0.818,Low
TAXP01466,53,669100,Salary,1,0,0,0,0.114,0.155,0.98,Low
TAXP01467,44,257400,Multiple,1,1,49900,0,-0.015,0.424,0.699,Medium
TAXP01468,61,244100,Salary+Investments,1,1,8900,0,0.197,0.281,0.894,Low
TAXP01469,30,232600,Business,1,1,0,0,0.017,0.034,0.98,Low
TAXP01470,33,182100,Salary,0,4,34600,1,-0.072,0.174,0.481,Medium
TAXP01471,31,703300,Professional,1,2,6500,0,0.097,0.238,0.769,Low
TAXP01472,49,1461200,Business,1,0,5900,0,-0.011,0.276,0.98,Low
TAXP01473,25,643800,Salary+Business,1,1,0,1,0.048,0.303,0.925,Low
TAXP01474,51,150000,Multiple,0,1,47300,0,0.091,0.4,0.483,Medium
TAXP01475,57,566600,Salary,1,1,0,0,-0.114,0.184,0.962,Low
TAXP01476,51,578100,Salary,0,1,900,0,0.333,0.234,0.799,Low
TAXP01477,27,2939800,Salary,1,1,0,0,0.23,0.127,0.927,Low
TAXP01478,43,227700,Salary,1,0,0,0,-0.001,0.214,0.98,Low
TAXP01479,45,490600,Salary,1,0,0,0,0.097,0.387,0.919,Low
TAXP01480,38,2219800,Salary,1,0,0,0,0.202,0.311,0.961,Low
TAXP01481,41,898700,Salary,1,1,0,1,0.133,0.117,0.906,Low
TAXP01482,55,975100,Salary,1,0,11900,0,0.401,0.249,0.857,Low
TAXP01483,58,705900,Salary,0,1,6000,0,0.062,0.225,0.823,Low
TAXP01484,34,824300,Salary+Business,1,0,0,1,0.29,0.486,0.883,Low
TAXP01485,35,1137800,Salary,1,1,24800,0,-0.114,0.221,0.832,Low
TAXP01486,30,362900,Salary+Investments,1,2,0,0,-0.089,0.469,0.898,Low
TAXP01487,39,1223100,Salary,1,2,0,0,0.37,0.174,0.797,Low
TAXP01488,45,241900,Salary,1,1,0,0,0.031,0.352,0.912,Low
TAXP01489,53,823400,Salary,1,1,0,0,-0.087,0.326,0.882,Low
TAXP01490,33,739300,Salary+Business,1,0,0,0,0.092,0.062,0.98,Low
TAXP01491,30,417100,Salary,0,1,0,1,0.302,0.27,0.774,Low
TAXP01492,22,639500,Business,1,1,0,0,-0.022,0.243,0.98,Low
TAXP01493,25,415200,Salary,1,0,0,0,0.093,0.291,0.976,Low
TAXP01494,23,300500,Multiple,1,0,58600,0,-0.197,0.29,0.715,Low
TAXP01495,30,503900,Salary,0,1,0,0,0.025,0.102,0.818,Low
TAXP01496,52,293600,Salary,0,0,88500,0,0.26,0.145,0.438,High
TAXP01497,55,820100,Salary+Investments,1,0,30400,0,-0.025,0.412,0.784,Low
TAXP01498,64,284000,Salary,1,1,6300,0,-0.104,0.108,0.832,Low
TAXP01499,45,1085300,Salary,1,2,0,0,-0.024,0.625,0.744,Low
TAXP01500,41,277600,Salary+Business,1,1,0,2,0.002,0.302,0.812,Low
TAXP01501,61,432400,Salary,1,0,21300,0,0.222,0.411,0.836,Low
TAXP01502,27,414600,Salary,1,1,16900,0,0.161,0.302,0.851,Low
TAXP01503,49,1687600,Business,1,2,28700,0,0.192,0.395,0.735,Low
TAXP01504,57,824500,Salary,0,2,0,0,0.105,0.252,0.787,Low
TAXP01505,43,558100,Salary+Investments,0,2,0,1,0.001,0.227,0.662,Medium
TAXP01506,32,930800,Professional,1,0,0,0,-0.024,0.127,0.98,Low
TAXP01507,48,150000,Business,1,1,0,1,0.169,0.489,0.769,Low
TAXP01508,65,630100,Salary,1,0,32200,1,0.354,0.13,0.782,Low
TAXP01509,31,2738500,Professional,0,2,0,1,-0.051,0.148,0.724,Low
TAXP01510,46,715000,Professional,1,0,0,0,-0.063,0.446,0.98,Low
TAXP01511,23,682600,Salary,1,0,0,0,-0.082,0.476,0.929,Low
TAXP01512,31,964500,Salary+Investments,1,0,0,0,0.233,0.109,0.98,Low
TAXP01513,55,1238700,Business,1,0,0,0,0.093,0.122,0.98,Low
TAXP01514,43,154300,Salary+Business,1,1,0,0,0.189,0.301,0.923,Low
TAXP01515,29,193600,Salary,1,1,0,1,0.019,0.085,0.874,Low
TAXP01516,36,756300,Salary,1,2,0,0,0.199,0.429,0.828,Low
TAXP01517,26,388500,Salary+Business,1,2,22800,0,0.054,0.062,0.75,Low
TAXP01518,56,1671800,Salary+Business,1,0,0,0,-0.147,0.446,0.98,Low
TAXP01519,63,518000,Salary,1,0,0,0,0.248,0.338,0.94,Low
TAXP01520,25,161400,Salary,1,1,7300,0,0.094,0.226,0.905,Low
TAXP01521,31,260900,Salary+Business,1,1,0,1,0.05,0.327,0.821,Low
TAXP01522,59,150000,Salary,0,1,0,0,0.145,0.151,0.801,Low
TAXP01523,60,549200,Salary,1,1,0,0,-0.131,0.105,0.924,Low
TAXP01524,55,567600,Professional,1,0,57300,1,0.169,0.359,0.618,Medium
TAXP01525,53,478800,Salary,1,1,0,0,0.005,0.187,0.963,Low
TAXP01526,59,1413400,Salary,1,0,10200,0,0.075,0.262,0.914,Low
TAXP01527,37,1540600,Salary,1,2,0,1,0.282,0.121,0.785,Low
TAXP01528,61,575000,Salary+Investments,0,1,0,0,0.203,0.281,0.82,Low
TAXP01529,60,150000,Salary,1,0,0,0,0.072,0.371,0.912,Low
TAXP01530,31,1013800,Professional,1,1,18700,0,0.084,0.262,0.806,Low
TAXP01531,24,969500,Multiple,1,1,0,0,-0.31,0.094,0.98,Low
TAXP01532,44,812200,Professional,1,2,0,0,-0.032,0.154,0.921,Low
TAXP01533,55,1317700,Business,1,2,12400,0,0.127,0.269,0.728,Low
TAXP01534,59,281000,Business,1,1,0,0,-0.022,0.257,0.931,Low
TAXP01535,27,2760800,Salary,0,0,0,1,-0.112,0.271,0.828,Low
TAXP01536,37,325800,Business,1,0,0,0,0.177,0.197,0.98,Low
TAXP01537,55,1114800,Multiple,1,0,0,0,0.309,0.141,0.972,Low
TAXP01538,23,192900,Salary+Business,1,1,0,0,-0.015,0.28,0.892,Low
TAXP01539,53,332700,Business,1,1,104900,0,0.24,0.332,0.376,High
TAXP01540,34,1936700,Salary,1,0,0,1,0.216,0.078,0.956,Low
TAXP01541,22,538700,Salary+Investments,1,0,0,0,-0.056,0.135,0.98,Low
TAXP01542,31,1190000,Salary,1,0,0,1,-0.016,0.182,0.963,Low
TAXP01543,54,770900,Salary+Investments,0,3,0,0,0.388,0.305,0.711,Low
TAXP01544,60,602700,Salary,1,0,0,1,-0.079,0.436,0.89,Low
TAXP01545,24,1735300,Salary+Business,1,0,0,0,0.003,0.235,0.962,Low
TAXP01546,41,548200,Salary+Business,0,0,0,1,0.415,0.017,0.753,Low
TAXP01547,30,180300,Business,1,1,0,0,0.009,0.125,0.98,Low
TAXP01548,51,364500,Salary,1,0,0,0,0.316,0.69,0.907,Low
TAXP01549,56,966600,Salary+Investments,1,1,0,1,-0.064,0.225,0.871,Low
TAXP01550,64,864100,Salary,1,1,0,0,0.122,0.226,0.958,Low
TAXP01551,36,210300,Salary,1,1,23800,1,0.274,0.207,0.711,Low
TAXP01552,34,385800,Business,1,2,0,0,0.025,0.145,0.831,Low
TAXP01553,34,427600,Business,0,2,0,1,0.116,0.041,0.725,Low
TAXP01554,55,499600,Professional,1,2,9000,1,0.219,0.107,0.803,Low
TAXP01555,41,241400,Salary,1,0,0,0,-0.044,0.431,0.902,Low
TAXP01556,22,413500,Business,1,0,37500,0,0.458,0.48,0.716,Low
TAXP01557,63,384700,Salary+Investments,1,2,0,0,0.266,0.173,0.916,Low
TAXP01558,25,1132800,Salary,1,0,0,0,0.043,0.16,0.98,Low
TAXP01559,62,1163900,Business,1,2,0,1,0.062,0.235,0.842,Low
TAXP01560,28,585200,Professional,1,1,0,1,0.406,0.124,0.896,Low
TAXP01561,45,490100,Salary+Investments,1,1,16000,0,0.043,0.421,0.854,Low
TAXP01562,35,718900,Business,1,1,0,0,0.024,0.606,0.915,Low
TAXP01563,51,361100,Salary+Investments,1,0,27600,0,0.283,0.33,0.779,Low
TAXP01564,39,284600,Salary,0,2,9400,0,-0.124,0.322,0.709,Low
TAXP01565,37,330300,Salary,1,0,0,0,0.087,0.43,0.949,Low
TAXP01566,42,411500,Multiple,1,2,0,0,0.113,0.087,0.857,Low
TAXP01567,64,281300,Salary+Investments,0,0,259900,0,-0.013,0.445,0.02,High
TAXP01568,32,730400,Business,0,1,78500,2,-0.15,0.179,0.343,High
TAXP01569,30,1099200,Business,1,1,0,0,0.111,0.38,0.876,Low
TAXP01570,23,207300,Business,1,0,10700,1,0.21,0.114,0.884,Low
TAXP01571,54,661900,Salary,0,1,0,0,-0.009,0.394,0.731,Low
TAXP01572,51,554800,Salary+Investments,1,1,2100,0,-0.089,0.08,0.894,Low
TAXP01573,48,831200,Salary+Business,1,0,0,2,0.301,0.22,0.841,Low
TAXP01574,22,644000,Business,1,0,0,0,0.185,0.306,0.95,Low
TAXP01575,56,228200,Salary,0,0,0,1,0.042,0.198,0.768,Low
TAXP01576,57,261900,Salary,1,0,0,0,0.247,0.055,0.971,Low
TAXP01577,63,663900,Salary,1,2,0,0,0.139,0.466,0.928,Low
TAXP01578,62,1363300,Salary+Business,1,1,0,0,0.386,0.14,0.92,Low
TAXP01579,32,150000,Business,1,1,79500,0,0.206,0.296,0.481,Medium
TAXP01580,52,833700,Salary,1,0,0,0,-0.122,0.322,0.98,Low
TAXP01581,39,1530700,Professional,1,0,0,1,-0.005,0.325,0.826,Low
TAXP01582,47,582200,Multiple,1,0,0,0,0.002,0.302,0.975,Low
TAXP01583,35,966000,Salary,1,1,0,0,0.15,0.208,0.904,Low
TAXP01584,50,391800,Business,1,0,0,2,0.051,0.14,0.842,Low
TAXP01585,63,596500,Business,1,1,0,0,-0.08,0.475,0.88,Low
TAXP01586,50,202300,Salary,1,1,28300,1,0.194,0.141,0.735,Low
TAXP01587,62,150000,Business,0,2,126600,0,0.26,0.206,0.083,High
TAXP01588,62,1281500,Professional,1,1,4400,0,0.084,0.19,0.913,Low
TAXP01589,26,319800,Salary,1,0,11500,0,0.134,0.195,0.916,Low
TAXP01590,64,468200,Salary,1,2,4500,0,-0.055,0.192,0.901,Low
TAXP01591,57,239500,Salary+Investments,1,0,7800,0,0.016,0.211,0.947,Low
TAXP01592,40,235500,Salary,1,0,0,0,0.023,0.068,0.98,Low
TAXP01593,48,573500,Professional,1,2,8700,0,0.189,0.36,0.815,Low
TAXP01594,48,384400,Professional,0,1,0,0,0.141,0.187,0.82,Low
TAXP01595,56,853300,Salary+Investments,1,3,0,0,0.047,0.232,0.816,Low
TAXP01596,57,900400,Salary+Business,1,0,0,0,0.041,0.093,0.98,Low
TAXP01597,25,818900,Salary+Investments,1,0,0,0,-0.215,0.12,0.98,Low
TAXP01598,21,771800,Professional,1,2,0,0,0.357,0.217,0.896,Low
TAXP01599,32,2024300,Business,1,0,0,0,-0.234,0.039,0.98,Low
TAXP01600,44,301400,Salary,0,0,0,1,0.168,0.427,0.786,Low
TAXP01601,59,624800,Salary,0,1,27400,0,0.106,0.432,0.604,Medium
TAXP01602,50,1469300,Salary,1,0,0,0,0.057,0.291,0.966,Low
TAXP01603,27,1615600,Salary,1,1,0,0,0.099,0.397,0.908,Low
TAXP01604,53,233500,Business,1,1,0,1,-0.006,0.132,0.927,Low
TAXP01605,42,519100,Salary,1,0,0,0,0.204,0.131,0.98,Low
TAXP01606,37,1728200,Salary,1,1,3800,0,-0.11,0.082,0.966,Low
TAXP01607,55,937100,Salary,1,0,0,0,0.152,0.076,0.966,Low
TAXP01608,34,748100,Salary+Business,0,1,0,0,-0.008,0.226,0.781,Low
TAXP01609,48,555700,Business,1,0,28400,0,0.032,0.164,0.888,Low
TAXP01610,29,493100,Salary+Business,1,2,0,1,0.036,0.183,0.835,Low
TAXP01611,38,799900,Business,1,2,0,0,0.074,0.238,0.882,Low
TAXP01612,46,542000,Salary+Investments,0,1,0,0,0.18,0.08,0.772,Low
TAXP01613,49,630400,Salary+Business,1,2,0,0,0.094,0.337,0.902,Low
TAXP01614,62,687800,Salary,1,1,18000,0,0.249,0.169,0.855,Low
TAXP01615,34,398900,Multiple,0,1,0,0,0.267,0.13,0.795,Low
TAXP01616,61,953500,Salary,1,0,0,1,0.149,0.168,0.941,Low
TAXP01617,57,5298800,Business,1,1,23600,0,0.209,0.32,0.802,Low
TAXP01618,37,180800,Salary+Business,1,2,0,0,0.424,0.478,0.849,Low
TAXP01619,27,820800,Salary,1,0,0,0,-0.126,0.26,0.948,Low
TAXP01620,32,376000,Business,1,1,0,0,0.272,0.277,0.87,Low
TAXP01621,50,985100,Salary,1,1,0,1,0.347,0.058,0.88,Low
TAXP01622,56,672200,Salary,1,1,0,0,0.169,0.5,0.903,Low
TAXP01623,48,1125000,Salary,1,0,0,1,0.405,0.335,0.869,Low
TAXP01624,53,1515300,Salary,0,1,0,0,0.384,0.308,0.772,Low
