transaction_id,profile_id,transaction_amount,transaction_type,merchant_category,payment_method,city,transaction_frequency,location_risk_score,device_risk_score,anomaly_score,is_anomaly
TXN004767,TAXP03860,267.78,transfer,healthcare,card,Chennai,4,0.483,0.196,0.195,0
TXN004768,TAXP04387,410.42,transfer,online_services,bank_transfer,Hyderabad,2,0.16,0.152,0.152,0
TXN004769,TAXP02428,50.0,merchant_payment,retail,UPI,Hyderabad,4,0.152,0.076,0.0,0
TXN004770,TAXP00916,83.78,deposit,utilities,card,Ahmedabad,5,0.266,0.159,0.0,0
TXN004771,TAXP02268,912.44,transfer,utilities,UPI,Kolkata,6,0.237,0.34,0.313,1
TXN004772,TAXP00641,349.56,transfer,groceries,bank_transfer,Mumbai,2,0.118,0.006,0.0,0
TXN004773,TAXP00427,356.12,merchant_payment,travel,UPI,Delhi,4,0.144,0.291,0.063,0
TXN004774,TAXP00594,211.5,purchase,travel,UPI,Pune,9,0.297,0.319,0.292,1
TXN004775,TAXP00493,331.56,transfer,online_services,UPI,Pune,7,0.078,0.187,0.074,0
TXN004776,TAXP04477,251.87,transfer,travel,wallet,Kolkata,3,0.226,0.254,0.097,0
TXN004777,TAXP00155,933.46,bill_payment,electronics,card,Mumbai,2,0.385,0.254,0.152,0
TXN004778,TAXP01383,97.21,merchant_payment,electronics,bank_transfer,Ahmedabad,5,0.167,0.193,0.0,0
TXN004779,TAXP01009,1360.79,cash_withdrawal,restaurants,UPI,Ahmedabad,3,0.234,0.021,0.049,0
TXN004780,TAXP02208,168.57,bill_payment,utilities,cash,Chennai,4,0.435,0.165,0.147,0
TXN004781,TAXP01254,245.73,merchant_payment,online_services,card,Kolkata,2,0.053,0.209,0.125,0
TXN004782,TAXP01231,50.0,purchase,education,UPI,Chennai,5,0.349,0.064,0.0,0
TXN004783,TAXP04474,459.69,merchant_payment,education,UPI,Delhi,5,0.123,0.177,0.084,0
TXN004784,TAXP03326,477.96,deposit,online_services,UPI,Mumbai,1,0.182,0.165,0.184,0
TXN004785,TAXP01455,910.89,cash_withdrawal,education,card,Pune,2,0.258,0.179,0.138,0
TXN004786,TAXP01590,67.8,purchase,retail,card,Kolkata,3,0.029,0.087,0.005,0
TXN004787,TAXP01815,165.78,merchant_payment,online_services,bank_transfer,Kolkata,7,0.548,0.168,0.048,0
TXN004788,TAXP01954,171.83,transfer,electronics,card,Kolkata,5,0.329,0.234,0.087,0
TXN004789,TAXP00928,534.1,purchase,utilities,cash,Hyderabad,4,0.4,0.113,0.066,0
TXN004790,TAXP01726,269.32,purchase,electronics,cash,Hyderabad,4,0.459,0.104,0.103,0
TXN004791,TAXP04393,86.1,deposit,retail,bank_transfer,Kolkata,5,0.056,0.098,0.072,0
TXN004792,TAXP03624,50.0,transfer,online_services,UPI,Pune,1,0.288,0.141,0.131,0
TXN004793,TAXP00194,1004.02,merchant_payment,travel,bank_transfer,Pune,4,0.431,0.147,0.088,0
TXN004794,TAXP04053,1071.49,transfer,groceries,wallet,Kolkata,5,0.269,0.111,0.155,0
TXN004795,TAXP02016,801.75,purchase,education,UPI,Chennai,5,0.304,0.096,0.101,0
TXN004796,TAXP03646,672.01,transfer,electronics,UPI,Ahmedabad,4,0.641,0.202,0.166,0
TXN004797,TAXP01938,163.2,transfer,restaurants,UPI,Hyderabad,5,0.293,0.249,0.079,0
TXN004798,TAXP03898,273.94,cash_withdrawal,groceries,bank_transfer,Kolkata,6,0.074,0.257,0.108,0
TXN004799,TAXP03336,231.19,transfer,electronics,UPI,Hyderabad,2,0.391,0.298,0.229,0
TXN004800,TAXP03381,223.45,bill_payment,restaurants,UPI,Kolkata,4,0.082,0.18,0.039,0
TXN004801,TAXP04429,823.83,bill_payment,utilities,UPI,Ahmedabad,6,0.354,0.242,0.194,0
TXN004802,TAXP04141,50.0,transfer,retail,bank_transfer,Mumbai,3,0.468,0.173,0.212,0
TXN004803,TAXP02446,632.4,cash_withdrawal,electronics,card,Ahmedabad,3,0.092,0.103,0.045,0
TXN004804,TAXP03329,50.0,deposit,utilities,card,Ahmedabad,5,0.01,0.371,0.162,0
TXN004805,TAXP01863,1324.67,transfer,travel,UPI,Hyderabad,6,0.074,0.096,0.013,0
TXN004806,TAXP03321,50.0,merchant_payment,electronics,card,Bengaluru,3,0.282,0.023,0.018,0
TXN004807,TAXP01306,431.72,purchase,utilities,UPI,Pune,2,0.318,0.053,0.17,0
TXN004808,TAXP02859,106.02,cash_withdrawal,retail,bank_transfer,Ahmedabad,3,0.125,0.038,0.064,0
TXN004809,TAXP04081,815.7,merchant_payment,utilities,bank_transfer,Chennai,5,0.081,0.335,0.109,0
TXN004810,TAXP02510,112.54,purchase,electronics,wallet,Pune,4,0.073,0.368,0.125,0
TXN004811,TAXP03443,50.0,purchase,online_services,cash,Pune,4,0.056,0.139,0.0,0
TXN004812,TAXP01414,4507.85,cash_withdrawal,healthcare,cash,Kolkata,6,0.094,0.187,0.042,0
TXN004813,TAXP04109,891.15,purchase,retail,card,Chennai,4,0.105,0.217,0.114,0
TXN004814,TAXP02340,719.98,merchant_payment,utilities,wallet,Ahmedabad,4,0.175,0.054,0.189,0
TXN004815,TAXP01960,163.62,purchase,utilities,bank_transfer,Ahmedabad,12,0.227,0.061,0.113,0
TXN004816,TAXP00153,50.0,transfer,education,UPI,Chennai,4,0.449,0.406,0.232,0
TXN004817,TAXP00484,503.73,transfer,retail,bank_transfer,Hyderabad,2,0.187,0.136,0.139,0
TXN004818,TAXP00604,75.45,bill_payment,utilities,card,Ahmedabad,3,0.279,0.153,0.069,0
TXN004819,TAXP02407,188.69,bill_payment,healthcare,bank_transfer,Mumbai,1,0.171,0.006,0.084,0
TXN004820,TAXP00369,79.15,transfer,utilities,card,Hyderabad,3,0.269,0.12,0.21,0
TXN004821,TAXP03118,98.6,purchase,electronics,cash,Kolkata,4,0.029,0.097,0.054,0
TXN004822,TAXP00766,214.89,purchase,electronics,UPI,Ahmedabad,6,0.253,0.401,0.217,0
TXN004823,TAXP03128,199.06,cash_withdrawal,online_services,card,Delhi,3,0.144,0.173,0.034,0
TXN004824,TAXP02550,311.96,transfer,travel,UPI,Bengaluru,5,0.265,0.177,0.044,0
TXN004825,TAXP01395,1482.81,merchant_payment,utilities,wallet,Pune,3,0.157,0.215,0.082,0
TXN004826,TAXP02288,470.4,cash_withdrawal,education,UPI,Hyderabad,2,0.044,0.037,0.029,0
TXN004827,TAXP02276,1809.32,transfer,utilities,UPI,Ahmedabad,4,0.059,0.191,0.206,0
TXN004828,TAXP00646,127.22,purchase,education,bank_transfer,Chennai,4,0.189,0.33,0.091,0
TXN004829,TAXP02286,50.0,transfer,utilities,cash,Chennai,10,0.352,0.02,0.275,1
TXN004830,TAXP03227,95.0,transfer,restaurants,cash,Bengaluru,6,0.275,0.219,0.243,0
TXN004831,TAXP03493,117.77,purchase,electronics,card,Ahmedabad,6,0.697,0.296,0.209,0
TXN004832,TAXP04475,110.86,purchase,retail,bank_transfer,Pune,2,0.162,0.058,0.013,0
TXN004833,TAXP03636,52.19,merchant_payment,retail,UPI,Pune,9,0.141,0.41,0.242,0
TXN004834,TAXP02657,50.0,purchase,groceries,wallet,Mumbai,3,0.361,0.163,0.056,0
TXN004835,TAXP01466,50.0,bill_payment,retail,card,Bengaluru,3,0.192,0.191,0.114,0
TXN004836,TAXP02305,210.37,deposit,groceries,UPI,Bengaluru,6,0.113,0.331,0.023,0
TXN004837,TAXP04866,498.36,bill_payment,retail,cash,Pune,6,0.279,0.256,0.132,0
TXN004838,TAXP04727,163.75,bill_payment,electronics,UPI,Hyderabad,4,0.499,0.069,0.163,0
TXN004839,TAXP03706,1380.45,purchase,utilities,bank_transfer,Bengaluru,3,0.084,0.195,0.051,0
TXN004840,TAXP00164,419.06,merchant_payment,restaurants,bank_transfer,Pune,4,0.112,0.245,0.057,0
TXN004841,TAXP00308,878.84,purchase,education,card,Mumbai,3,0.22,0.244,0.204,0
TXN004842,TAXP04864,283.89,cash_withdrawal,restaurants,card,Ahmedabad,4,0.088,0.175,0.061,0
TXN004843,TAXP04054,104.98,deposit,electronics,bank_transfer,Mumbai,3,0.075,0.115,0.04,0
TXN004844,TAXP02421,443.63,merchant_payment,utilities,bank_transfer,Mumbai,3,0.302,0.266,0.203,0
TXN004845,TAXP01979,340.26,transfer,travel,wallet,Chennai,1,0.569,0.094,0.142,0
TXN004846,TAXP00905,55.83,bill_payment,healthcare,UPI,Ahmedabad,4,0.085,0.208,0.123,0
TXN004847,TAXP02580,128.3,bill_payment,travel,card,Bengaluru,1,0.16,0.213,0.152,0
TXN004848,TAXP03274,68.01,purchase,education,cash,Hyderabad,2,0.184,0.116,0.02,0
TXN004849,TAXP00630,91.15,deposit,travel,wallet,Mumbai,6,0.145,0.329,0.055,0
TXN004850,TAXP02345,619.05,transfer,groceries,card,Delhi,3,0.146,0.674,0.199,0
TXN004851,TAXP01755,95.46,purchase,groceries,card,Ahmedabad,4,0.046,0.144,0.068,0
TXN004852,TAXP04457,110.09,purchase,groceries,card,Kolkata,4,0.142,0.064,0.037,0
TXN004853,TAXP03578,902.42,merchant_payment,healthcare,UPI,Kolkata,2,0.095,0.241,0.168,0
TXN004854,TAXP04517,804.75,transfer,travel,UPI,Chennai,3,0.192,0.389,0.163,0
TXN004855,TAXP01758,958.59,deposit,restaurants,cash,Hyderabad,2,0.456,0.288,0.141,0
TXN004856,TAXP00799,268.35,merchant_payment,financial_services,card,Chennai,7,0.527,0.087,0.112,0
TXN004857,TAXP04169,5470.62,transfer,groceries,UPI,Pune,5,0.185,0.365,0.17,0
TXN004858,TAXP02110,71.52,merchant_payment,groceries,card,Mumbai,4,0.289,0.186,0.07,0
TXN004859,TAXP02863,132.6,purchase,groceries,bank_transfer,Delhi,3,0.343,0.162,0.055,0
TXN004860,TAXP03632,279.26,merchant_payment,groceries,UPI,Delhi,3,0.437,0.531,0.236,0
TXN004861,TAXP03124,266.77,merchant_payment,retail,cash,Kolkata,5,0.074,0.488,0.084,0
TXN004862,TAXP04030,458.43,transfer,restaurants,UPI,Hyderabad,1,0.327,0.207,0.226,0
TXN004863,TAXP00871,2382.64,transfer,travel,bank_transfer,Pune,4,0.129,0.337,0.179,0
TXN004864,TAXP00412,50.0,purchase,groceries,UPI,Delhi,3,0.258,0.205,0.2,0
TXN004865,TAXP01665,97.04,transfer,retail,bank_transfer,Bengaluru,6,0.259,0.4,0.301,1
TXN004866,TAXP02622,97.84,purchase,restaurants,card,Delhi,2,0.107,0.322,0.046,0
TXN004867,TAXP03786,50.0,transfer,groceries,wallet,Ahmedabad,5,0.242,0.179,0.06,0
TXN004868,TAXP03973,2218.98,cash_withdrawal,education,card,Kolkata,5,0.152,0.066,0.178,0
TXN004869,TAXP02835,1492.7,bill_payment,utilities,UPI,Hyderabad,1,0.114,0.187,0.135,0
TXN004870,TAXP03883,985.34,cash_withdrawal,online_services,card,Mumbai,4,0.132,0.113,0.038,0
TXN004871,TAXP02861,286.51,purchase,utilities,UPI,Mumbai,6,0.365,0.205,0.167,0
TXN004872,TAXP01199,50.0,deposit,utilities,UPI,Delhi,3,0.073,0.194,0.0,0
TXN004873,TAXP03754,323.53,transfer,retail,bank_transfer,Ahmedabad,6,0.012,0.311,0.137,0
TXN004874,TAXP02990,162.91,deposit,travel,wallet,Delhi,6,0.07,0.515,0.053,0
TXN004875,TAXP02832,1962.86,merchant_payment,online_services,bank_transfer,Bengaluru,5,0.064,0.028,0.059,0
TXN004876,TAXP04050,714.15,merchant_payment,travel,UPI,Mumbai,2,0.197,0.184,0.205,0
TXN004877,TAXP00194,228.58,merchant_payment,education,card,Mumbai,5,0.104,0.106,0.107,0
TXN004878,TAXP01138,152.55,transfer,healthcare,UPI,Ahmedabad,5,0.382,0.215,0.121,0
TXN004879,TAXP03457,104.37,purchase,healthcare,card,Pune,4,0.138,0.071,0.022,0
TXN004880,TAXP01079,197.68,transfer,retail,UPI,Delhi,5,0.438,0.03,0.266,1
TXN004881,TAXP00950,312.04,purchase,education,UPI,Mumbai,3,0.016,0.094,0.021,0
TXN004882,TAXP04747,798.61,bill_payment,groceries,UPI,Bengaluru,1,0.088,0.058,0.102,0
TXN004883,TAXP04665,701.36,bill_payment,online_services,wallet,Kolkata,5,0.074,0.177,0.106,0
TXN004884,TAXP02314,77.96,purchase,travel,UPI,Mumbai,3,0.122,0.086,0.095,0
TXN004885,TAXP00499,121.78,bill_payment,healthcare,wallet,Pune,7,0.311,0.32,0.231,0
TXN004886,TAXP03949,1223.24,purchase,travel,card,Pune,3,0.13,0.147,0.037,0
TXN004887,TAXP03943,111.93,transfer,groceries,UPI,Mumbai,3,0.026,0.304,0.081,0
TXN004888,TAXP01764,265.31,purchase,utilities,UPI,Pune,4,0.177,0.123,0.096,0
TXN004889,TAXP03791,55.89,purchase,online_services,bank_transfer,Pune,4,0.23,0.224,0.081,0
TXN004890,TAXP00420,502.85,purchase,utilities,UPI,Delhi,4,0.129,0.05,0.089,0
TXN004891,TAXP02249,50.0,purchase,groceries,UPI,Chennai,7,0.416,0.275,0.05,0
TXN004892,TAXP00238,379.35,deposit,restaurants,bank_transfer,Pune,3,0.251,0.066,0.128,0
TXN004893,TAXP04429,394.81,bill_payment,online_services,UPI,Delhi,7,0.389,0.1,0.187,0
TXN004894,TAXP01723,50.0,bill_payment,groceries,UPI,Delhi,5,0.027,0.131,0.061,0
TXN004895,TAXP00831,87.16,purchase,electronics,UPI,Chennai,1,0.239,0.073,0.016,0
TXN004896,TAXP00708,50.0,purchase,restaurants,UPI,Chennai,2,0.184,0.148,0.118,0
TXN004897,TAXP00518,240.94,merchant_payment,restaurants,card,Bengaluru,3,0.158,0.136,0.086,0
TXN004898,TAXP00528,505.1,transfer,groceries,bank_transfer,Delhi,7,0.291,0.084,0.178,0
TXN004899,TAXP02348,243.3,deposit,online_services,bank_transfer,Bengaluru,2,0.069,0.255,0.054,0
TXN004900,TAXP00850,653.96,transfer,financial_services,UPI,Kolkata,1,0.221,0.056,0.056,0
TXN004901,TAXP03823,313.45,purchase,online_services,card,Chennai,3,0.051,0.164,0.072,0
TXN004902,TAXP02535,211.65,deposit,financial_services,UPI,Delhi,10,0.098,0.414,0.339,1
TXN004903,TAXP04383,156.67,merchant_payment,groceries,card,Bengaluru,4,0.182,0.225,0.0,0
TXN004904,TAXP04134,774.65,transfer,retail,cash,Kolkata,4,0.167,0.291,0.079,0
TXN004905,TAXP03708,1014.56,purchase,financial_services,UPI,Chennai,4,0.29,0.259,0.173,0
TXN004906,TAXP00840,189.97,cash_withdrawal,groceries,UPI,Kolkata,2,0.043,0.061,0.09,0
TXN004907,TAXP02280,145.17,merchant_payment,online_services,UPI,Pune,4,0.128,0.156,0.103,0
TXN004908,TAXP04586,429.96,merchant_payment,retail,UPI,Bengaluru,5,0.133,0.383,0.104,0
TXN004909,TAXP03831,50.0,purchase,restaurants,UPI,Bengaluru,4,0.247,0.536,0.219,0
TXN004910,TAXP02713,210.69,transfer,retail,card,Pune,4,0.107,0.229,0.214,0
TXN004911,TAXP02733,9397.63,purchase,electronics,card,Chennai,5,0.367,0.07,0.043,0
TXN004912,TAXP01707,69.31,merchant_payment,electronics,UPI,Delhi,4,0.215,0.073,0.104,0
TXN004913,TAXP04255,188.55,purchase,retail,UPI,Ahmedabad,1,0.074,0.13,0.058,0
TXN004914,TAXP04510,145.4,merchant_payment,restaurants,bank_transfer,Pune,5,0.072,0.196,0.091,0
TXN004915,TAXP03446,375.72,transfer,online_services,bank_transfer,Ahmedabad,5,0.196,0.085,0.178,0
TXN004916,TAXP04996,628.26,purchase,groceries,UPI,Bengaluru,8,0.46,0.32,0.325,1
TXN004917,TAXP03937,407.25,purchase,online_services,bank_transfer,Ahmedabad,3,0.117,0.24,0.0,0
TXN004918,TAXP04126,202.24,merchant_payment,restaurants,UPI,Bengaluru,3,0.128,0.142,0.017,0
TXN004919,TAXP02500,632.4,purchase,retail,UPI,Ahmedabad,4,0.046,0.186,0.088,0
TXN004920,TAXP02317,159.16,cash_withdrawal,healthcare,bank_transfer,Kolkata,3,0.319,0.098,0.093,0
TXN004921,TAXP01796,156.3,transfer,retail,UPI,Kolkata,4,0.188,0.422,0.267,1
TXN004922,TAXP02426,200.58,purchase,healthcare,bank_transfer,Kolkata,2,0.263,0.263,0.188,0
TXN004923,TAXP02999,658.56,purchase,healthcare,UPI,Kolkata,3,0.33,0.179,0.073,0
TXN004924,TAXP02694,50.0,transfer,groceries,UPI,Ahmedabad,5,0.06,0.274,0.093,0
TXN004925,TAXP01002,50.0,transfer,financial_services,card,Kolkata,5,0.628,0.121,0.223,0
TXN004926,TAXP02183,153.08,bill_payment,online_services,card,Hyderabad,4,0.199,0.165,0.116,0
TXN004927,TAXP02462,1229.98,merchant_payment,groceries,bank_transfer,Bengaluru,4,0.193,0.153,0.236,0
TXN004928,TAXP02692,267.16,merchant_payment,utilities,bank_transfer,Pune,5,0.147,0.103,0.0,0
TXN004929,TAXP00269,50.0,transfer,healthcare,cash,Ahmedabad,2,0.069,0.255,0.038,0
TXN004930,TAXP03666,283.84,merchant_payment,utilities,UPI,Hyderabad,3,0.208,0.137,0.102,0
TXN004931,TAXP04834,372.18,deposit,financial_services,bank_transfer,Delhi,3,0.132,0.025,0.058,0
TXN004932,TAXP00930,242.0,deposit,restaurants,bank_transfer,Pune,7,0.451,0.054,0.161,0
TXN004933,TAXP04363,50.0,bill_payment,education,UPI,Kolkata,4,0.307,0.251,0.207,0
TXN004934,TAXP01008,1161.4,merchant_payment,utilities,card,Mumbai,8,0.03,0.008,0.11,0
TXN004935,TAXP00259,1277.05,purchase,travel,card,Chennai,5,0.175,0.409,0.12,0
TXN004936,TAXP03740,855.31,cash_withdrawal,retail,UPI,Delhi,5,0.277,0.225,0.127,0
TXN004937,TAXP04324,124.1,purchase,electronics,UPI,Bengaluru,5,0.393,0.242,0.009,0
TXN004938,TAXP04239,50.0,purchase,online_services,card,Ahmedabad,5,0.293,0.096,0.076,0
TXN004939,TAXP00415,61.05,bill_payment,education,bank_transfer,Chennai,4,0.122,0.292,0.112,0
TXN004940,TAXP00026,2995.28,transfer,groceries,bank_transfer,Kolkata,3,0.234,0.109,0.196,0
TXN004941,TAXP04455,193.91,purchase,online_services,card,Delhi,5,0.111,0.222,0.091,0
TXN004942,TAXP01270,1749.54,transfer,restaurants,UPI,Ahmedabad,6,0.283,0.077,0.159,0
TXN004943,TAXP01065,228.08,merchant_payment,electronics,bank_transfer,Delhi,3,0.183,0.143,0.021,0
TXN004944,TAXP04248,226.45,merchant_payment,utilities,UPI,Pune,2,0.481,0.102,0.205,0
TXN004945,TAXP01440,1020.64,merchant_payment,restaurants,card,Bengaluru,1,0.24,0.246,0.111,0
TXN004946,TAXP02446,348.12,transfer,utilities,cash,Kolkata,5,0.181,0.104,0.028,0
TXN004947,TAXP04633,54.56,purchase,online_services,bank_transfer,Delhi,5,0.189,0.114,0.079,0
TXN004948,TAXP03492,153.01,transfer,restaurants,UPI,Bengaluru,6,0.265,0.267,0.147,0
TXN004949,TAXP02166,215.22,merchant_payment,utilities,wallet,Kolkata,3,0.318,0.172,0.112,0
TXN004950,TAXP02495,792.1,transfer,restaurants,UPI,Mumbai,2,0.074,0.126,0.133,0
TXN004951,TAXP01630,272.38,bill_payment,retail,UPI,Chennai,6,0.21,0.082,0.012,0
TXN004952,TAXP04305,2066.94,bill_payment,online_services,UPI,Mumbai,5,0.101,0.199,0.141,0
TXN004953,TAXP02766,82.75,purchase,retail,bank_transfer,Pune,7,0.218,0.277,0.093,0
TXN004954,TAXP04107,58.8,transfer,healthcare,card,Pune,4,0.332,0.023,0.276,1
TXN004955,TAXP04988,50.0,transfer,retail,cash,Hyderabad,3,0.136,0.067,0.122,0
TXN004956,TAXP02332,953.34,transfer,electronics,card,Bengaluru,4,0.346,0.227,0.197,0
TXN004957,TAXP00107,104.27,merchant_payment,groceries,card,Kolkata,5,0.235,0.16,0.121,0
TXN004958,TAXP04465,307.54,bill_payment,travel,bank_transfer,Delhi,3,0.231,0.024,0.055,0
TXN004959,TAXP01186,50.0,bill_payment,groceries,bank_transfer,Bengaluru,4,0.136,0.282,0.084,0
TXN004960,TAXP01264,351.59,transfer,retail,UPI,Mumbai,4,0.135,0.197,0.112,0
TXN004961,TAXP01669,354.67,transfer,online_services,wallet,Hyderabad,5,0.673,0.344,0.281,1
TXN004962,TAXP04834,146.14,purchase,retail,bank_transfer,Pune,1,0.287,0.06,0.073,0
TXN004963,TAXP03244,183.26,purchase,retail,bank_transfer,Mumbai,7,0.341,0.198,0.008,0
TXN004964,TAXP03716,205.65,merchant_payment,utilities,UPI,Kolkata,5,0.287,0.184,0.042,0
TXN004965,TAXP00671,73.5,purchase,online_services,card,Delhi,3,0.209,0.19,0.011,0
TXN004966,TAXP01850,1183.56,transfer,restaurants,bank_transfer,Hyderabad,5,0.422,0.14,0.249,1
TXN004967,TAXP01191,123.31,transfer,retail,UPI,Pune,2,0.58,0.458,0.226,0
TXN004968,TAXP00089,698.79,purchase,financial_services,card,Chennai,2,0.16,0.583,0.205,0
TXN004969,TAXP03302,149.54,bill_payment,groceries,UPI,Kolkata,6,0.17,0.278,0.146,0
TXN004970,TAXP00049,50.0,merchant_payment,healthcare,card,Kolkata,5,0.278,0.105,0.026,0
TXN004971,TAXP04370,210.86,purchase,online_services,cash,Kolkata,1,0.255,0.042,0.053,0
TXN004972,TAXP03311,149.26,transfer,restaurants,bank_transfer,Ahmedabad,2,0.147,0.273,0.114,0
TXN004973,TAXP02650,1021.6,purchase,travel,card,Delhi,8,0.45,0.183,0.317,1
TXN004974,TAXP02212,656.11,transfer,retail,UPI,Mumbai,6,0.217,0.181,0.142,0
TXN004975,TAXP02168,82.22,bill_payment,education,card,Bengaluru,3,0.269,0.226,0.135,0
TXN004976,TAXP01548,50.0,cash_withdrawal,online_services,bank_transfer,Delhi,4,0.296,0.115,0.065,0
TXN004977,TAXP03372,50.0,merchant_payment,travel,card,Pune,3,0.429,0.007,0.129,0
TXN004978,TAXP03049,313.01,merchant_payment,education,card,Delhi,5,0.33,0.181,0.116,0
TXN004979,TAXP01556,1416.39,purchase,retail,cash,Kolkata,8,0.139,0.02,0.213,0
TXN004980,TAXP04747,192.01,cash_withdrawal,online_services,card,Mumbai,4,0.161,0.131,0.0,0
TXN004981,TAXP01880,335.54,transfer,groceries,card,Mumbai,4,0.153,0.07,0.162,0
TXN004982,TAXP03646,55.9,bill_payment,education,card,Mumbai,2,0.576,0.196,0.151,0
TXN004983,TAXP02213,1075.04,merchant_payment,groceries,UPI,Hyderabad,5,0.208,0.323,0.206,0
TXN004984,TAXP00539,50.0,bill_payment,groceries,card,Pune,4,0.063,0.582,0.129,0
TXN004985,TAXP04545,56.51,transfer,financial_services,UPI,Chennai,7,0.154,0.37,0.158,0
TXN004986,TAXP04000,1490.68,purchase,restaurants,wallet,Bengaluru,2,0.213,0.148,0.155,0
TXN004987,TAXP00873,50.0,merchant_payment,online_services,UPI,Hyderabad,3,0.318,0.121,0.096,0
TXN004988,TAXP02160,460.87,bill_payment,retail,card,Chennai,5,0.472,0.154,0.133,0
TXN004989,TAXP04286,134.94,merchant_payment,financial_services,bank_transfer,Ahmedabad,2,0.089,0.124,0.049,0
TXN004990,TAXP03697,190.49,cash_withdrawal,electronics,UPI,Hyderabad,4,0.266,0.175,0.102,0
TXN004991,TAXP03301,1314.26,cash_withdrawal,groceries,UPI,Mumbai,6,0.289,0.279,0.145,0
TXN004992,TAXP04093,278.59,purchase,electronics,cash,Bengaluru,6,0.057,0.259,0.048,0
TXN004993,TAXP01571,7530.11,bill_payment,travel,wallet,Mumbai,7,0.238,0.132,0.127,0
TXN004994,TAXP04256,1920.55,bill_payment,electronics,cash,Mumbai,4,0.156,0.253,0.117,0
TXN004995,TAXP04535,197.44,purchase,utilities,card,Delhi,2,0.143,0.606,0.177,0
TXN004996,TAXP00280,577.34,bill_payment,travel,card,Hyderabad,2,0.162,0.208,0.056,0
TXN004997,TAXP04572,164.25,purchase,groceries,UPI,Hyderabad,5,0.247,0.567,0.135,0
TXN004998,TAXP04818,289.04,bill_payment,electronics,card,Delhi,4,0.19,0.345,0.17,0
TXN004999,TAXP01907,253.44,transfer,retail,bank_transfer,Mumbai,4,0.047,0.224,0.0,0
TXN005000,TAXP04465,903.03,cash_withdrawal,utilities,bank_transfer,Pune,4,0.307,0.135,0.091,0
TXN005001,TAXP00263,196.75,purchase,financial_services,bank_transfer,Ahmedabad,3,0.56,0.224,0.062,0
TXN005002,TAXP03520,4185.2,purchase,restaurants,card,Delhi,2,0.159,0.318,0.15,0
TXN005003,TAXP02310,103.94,cash_withdrawal,retail,wallet,Delhi,3,0.098,0.167,0.104,0
TXN005004,TAXP02416,1179.63,purchase,financial_services,wallet,Mumbai,4,0.029,0.105,0.158,0
TXN005005,TAXP04572,50.0,purchase,online_services,UPI,Delhi,4,0.269,0.158,0.054,0
TXN005006,TAXP03134,640.04,bill_payment,travel,bank_transfer,Kolkata,4,0.627,0.064,0.249,1
TXN005007,TAXP04487,186.22,transfer,utilities,card,Delhi,9,0.184,0.054,0.261,1
TXN005008,TAXP00894,976.46,transfer,education,card,Pune,5,0.049,0.438,0.151,0
TXN005009,TAXP03602,1765.13,merchant_payment,restaurants,card,Ahmedabad,4,0.322,0.079,0.038,0
TXN005010,TAXP01150,229.52,bill_payment,online_services,UPI,Ahmedabad,5,0.331,0.074,0.065,0
TXN005011,TAXP00793,2208.54,transfer,education,UPI,Mumbai,4,0.058,0.168,0.053,0
TXN005012,TAXP04368,108.0,merchant_payment,electronics,bank_transfer,Pune,8,0.284,0.303,0.279,1
TXN005013,TAXP02956,110.92,deposit,groceries,bank_transfer,Delhi,2,0.106,0.136,0.039,0
TXN005014,TAXP00695,59.51,bill_payment,healthcare,card,Delhi,3,0.01,0.14,0.0,0
TXN005015,TAXP02697,119.5,merchant_payment,groceries,card,Ahmedabad,7,0.203,0.236,0.11,0
TXN005016,TAXP03260,141.83,merchant_payment,financial_services,card,Chennai,8,0.097,0.15,0.149,0
TXN005017,TAXP04495,50.0,purchase,online_services,UPI,Delhi,2,0.327,0.172,0.151,0
TXN005018,TAXP00941,87.17,bill_payment,retail,UPI,Kolkata,4,0.12,0.019,0.098,0
TXN005019,TAXP00926,7192.75,transfer,online_services,UPI,Delhi,4,0.203,0.251,0.19,0
TXN005020,TAXP03625,157.88,merchant_payment,electronics,card,Ahmedabad,5,0.175,0.165,0.09,0
TXN005021,TAXP01986,328.21,merchant_payment,education,cash,Ahmedabad,7,0.479,0.276,0.101,0
TXN005022,TAXP03589,148.31,purchase,utilities,UPI,Kolkata,2,0.39,0.108,0.165,0
TXN005023,TAXP00981,50.0,bill_payment,groceries,UPI,Pune,4,0.171,0.151,0.041,0
TXN005024,TAXP03206,50.0,bill_payment,retail,UPI,Bengaluru,4,0.276,0.522,0.105,0
TXN005025,TAXP00996,211.13,bill_payment,online_services,cash,Chennai,3,0.1,0.27,0.052,0
